n,r,network_nr,network,gene_tree
160,15,24,"(((((((((t19,t32),((t52,t138))#M),(t74,(t10)#G)),((t73,((t79,t26))#K),((((t109,t66),(t126,(t1)#F)),t116),t152))),(((t88,(t141,((t97,t90),t3))),(t128,((t54,(#G,t96)),(t56,t149)))),(t145,((t48,t137),t82)))),(((t143,((t147,t110),((t13,(t75,t87)))#N)),t59),(#F,t55))),(((t9,(t160,t37)),((t131,(((((t25,(t45,t146)),t33),t103),(t49,(t94,t159))),(#H,(t115,t132)))),(((t81,((t117,t7),(t76,t46))),(#B,((((t125,t22),(t78)#L),t100),t111))),(t77,t65)))),(#M,(#J,((t28,t142),t11))))),(((((t67,t30),t123),(((((t6,t50),(t108)#J),t34),((t41,(t154,(t155,(#C,(t47,t89))))),(#I,(t144,t106)))),(t118,(t12,(t64,t42))))),t57),((((t36,t27),((t31,t21),t24)),(((((((t127,t2),(#N,t4)),t16),(t83,((t35,t98),t104))),(((t43,((t134,t122),(#L,t156))),((t38,(t101,(((t136,(t68)#O),t133),t121))),(t5,(t39,(t20,t58))))),t95)),(((((((((t71,t99),t124),t114),((t60,t8))#D),(t40,t139)),(t107,(t120)#B)),(((t61,t113),t151),(#O,(t84,((t135,t23),(t80,t140)))))),(#E,(t18,(t15,(t157,t158))))),(#D,(t44,t70)))),t17)),(#A,((t112,(t62,((t130,t93),t105))),(((t119,(t69)#C),(((t63,t85),t72))#E),(((t102,t153),(t91)#H),((t14,t150))#A))))))),((t53,(t129,t51)),(#K,(t86,((t29,(t92,t148)))#I))))","(((t129,(t51,t53)),(t86,((t79,t26),((t92,t148),t29)))),(((((((((t150,t14),(t102,t153)),t119),t112),(((t93,t130),t105),t62)),(((t119,t112),((t14,t150),(t102,t153))),((t130,t93),t105))),(t95,t57)),((((((t83,(t16,t16)),(t127,t2)),t4),(t104,(t98,t35))),t17),(((((t63,t85),t72),(((t157,t158),t15),t18)),((t151,(t61,t113)),((t84,((t135,t23),(t80,t140))),((((t114,(t71,t99)),t124),(t139,t40)),((t107,t120),(t120,t107)))))),((t36,t27),((t21,t31),t24))))),(((((((((t78,(t125,t22)),t100),t111),(t65,t77)),((t46,(t76,(t117,t7))),t81)),(t9,(t160,t37))),((t131,((t91,(t115,t132)),(((((t45,t25),t146),t103),(t94,t159)),(t33,t49)))),((((t132,t115),t91),((t49,(t159,t94)),(t103,((t33,(t146,t45)),t25)))),t131))),((t142,t28),t11)),(((t143,((t87,t75),(t13,(t110,t147)))),(t59,(t1,t55))),(((((t145,t145),t145),(t82,(t137,t48))),(((t88,((t97,t90),t3)),t141),(t128,(((t10,t96),t54),(t149,t56))))),((((t126,(t66,t109)),t116),(t152,t73)),((t52,t138),((t74,t74),(t32,t19)))))))))"
160,15,25,"(((((((((t10,(#C,((t65,((t110,t124))#G),t92))),t20),(#D,(((t17,(t44,(t38)#I)),((t16,(#O,t88)),(#F,((t141,t82),t136)))),(t55,t140)))),t13),(((t147,(t69,t106)),(((t84,t41),(t125,t83)),(t128,(t150)#E))),(((((t6,(((t99,t139),t43),t104)),((t72,t76))#F),(t22,t27)),t28),(((t107,t101),(t157)#O),t45)))),t48),(#G,t2)),(#B,((((((t62,t105),t114),((t155,((t158,t1))#L),((t53,(t3,(t112,t133))),(#N,t108)))),(#L,((((((t42,t115),t4),((t64,((t19,t37),t91)),(((t160,(t98)#K),(#I,t8)),(t7,t32)))),(((t74,t51),(#A,t123)),(t142,t46))),(((t129,((t40,t118),((t144,t146),(t61)#C))),(t21,t96)),(((t130,t70),(t57,(t109,t67))),((t95,t137),(t31,t132))))),(((((t18,t50),(t154,t113)),((t34,t117),(((t89,(t134,t36)))#M,t119))),t23),((((t120,t93),(t33,t11)),t68),((t81,t30),(#H,(((t143,t103),t15),(t78,(t77)#B))))))))),t151),(((t126,(t35,(#K,((t54,t73),t85)))),((((t122,t80),(((t153,t102),t47),((t159,t90))#J)),((t63,(t97)#D),t116)),(#E,(t135,((t24,t25),(t66,t12)))))),((t86,(t148,t49)),(((((t39,t75),t94),t127),(t52,(#M,t59))),(#J,(t87,(t152,(t149,t131)))))))))),(((t145,t156),(t5,(((t58,t9),t29))#N)),((t14,((t56,(t138)#H),(t26,t79))),(t121,(t71,(t60,(t111,(t100)#A)))))))","((((t71,((t100,t111),t60)),t121),(t14,((t56,t138),(t79,t26)))),((((((t77,t151),(((t158,t1),t2),(((((t28,((t22,t27),(((t76,t72),((t139,(t99,t43)),t104)),t6))),(t45,(t107,t101))),(((((t125,t83),t84),t41),(t147,(t106,t69))),t128)),((t13,((t140,t55),(((t44,t17),t38),((t136,(t82,t141)),(t16,(t157,t88)))))),((((t61,t10),t92),t65),t20))),t48))),(((t86,((t148,t148),t49)),(((((t152,t149),t131),t87),(t127,(t94,(t75,t39)))),((t59,t52),(t89,(t36,t134))))),(((((t63,t97),t116),((t12,(t135,((t24,t25),t66))),(t150,t150))),(((t80,t122),(t90,t159)),((t47,t153),t102))),(t126,((t85,(t73,t54)),t35))))),((((t4,(t42,t115)),((((t37,t19),t91),t64),((t7,t32),(t8,(t98,t160))))),((t46,t142),(t123,((t74,t51),t123)))),(((((t137,t95),t132),t31),((((t109,t67),(t109,t67)),t57),(t130,t70))),((((t40,t118),(t146,t144)),(t21,t96)),((((t118,t40),(t144,t146)),(t129,t129)),(t21,t96)))))),(((((((t78,(t15,t15)),(t103,t143)),(t23,(((t34,t117),t119),((t113,t154),((t50,t18),t18))))),((t33,(t120,t93)),t11)),t68),(t81,t30)),(((((((((t34,t117),t119),(t34,t117)),(t119,t23)),(t154,t113)),(t18,t50)),(t68,(((t143,t103),t15),t78))),(t30,t81)),((t11,(t120,t93)),t33)))),((((t108,(t112,t133)),t53),t155),(t114,(t62,t105)))))"
160,15,26,"(((((t65,t123),(t137)#J),(#M,(((((t110,t114),t42),(#A,(t1,(t85)#B))),(t129,t150)),(t14,(t27,t15))))),(#B,(((t22,t107),(((t9,t91),t89),t61)),((((t82,t109),(t134,t86)),((((t81,(t11,(t80)#K)),((t115,(t141)#F),t97)),t84),t144)),((t54,(#J,t20)),(t55,t133)))))),((((((t69,t45),t64),((t59,((t2,(#I,t105)),t70)),t122)),(t124,(t79,t31))),(((t136,(((t128,((t66,t156),(t47)#O)),t35),t151)),(t98,((t125,t145),((((t121,t147),t72),((t126,t73),t38)),(((t140,(t155,t26)),(t29,((t52,(t58,t30)))#M)),((t96,t106),t56)))))),((((t78,(#H,t67)),t40),(((((t37,((t90,(t152,t160)),t77)),((t49,(t3,t60)),(#G,t143))),t75),(((t139,t118),t130),(#L,((t102,t127),t117)))),(#C,((((t111,t17),(t34,t74)),((((t95,(t154,t6)),(t159)#L),(((t21,t18),t71),(t10,(#E,t5)))),(t41,t158))),((t7,((t135,t153),(t25,t131))))#C)))),((t62,((t50,t63))#N),t36)))),((((t112,t94),(((t57,(t53,t19)),t48),((t12,((t68,t101),t142)),t108))),(t88,t116)),(((((t76,(t33)#G),t39),(#K,(t113,(#O,t120)))),(#D,(((((t148,((t93,((t99,(t132,t83)))#A),(t4,(t32,t28)))),(t119,(t8,t104))),t157),(t138,t46)),t146))),((t92,(t43)#H),(#F,(((t51,(#N,(((t23,t103),(t16,t13)),((t44,(t24)#E))#D))),t100),(t149,(t87)#I))))))))","(((((t123,t65),t137),((t14,(t15,t27)),(((t42,(t110,t114)),(t85,t1)),(t150,t129)))),((t61,(t89,(t91,t9))),((((t84,((t115,(t97,t81)),(t11,t80))),((t82,t109),(t86,t134))),t144),((t133,t55),(t54,t20))))),(((((t64,t45),t69),((t2,(((t105,t87),t59),t70)),t122)),((((((((t37,(((t160,t152),t90),t77)),(((t60,t3),t49),t143)),(t75,t75)),(((t127,t102),t117),(((t139,t118),t130),t130))),(((t111,(t17,(t74,t34))),(((((t159,t95),(t6,t154)),(((t10,t10),t5),(t71,(t21,t18)))),((t158,t158),t158)),t41)),(((t135,t153),(t25,t131)),t7))),((t67,t78),t40)),t36),(((t151,(((t66,t156),t128),t35)),t136),(t98,(((t125,t145),((t106,t96),(t56,(((t52,(t30,t58)),t29),((t26,t155),t140))))),(((t147,t121),t72),((t73,t126),t38))))))),((t88,t116),((t48,((t53,t19),t57)),(t94,t112)))))"
160,15,27,"((((t86,(#M,(t102,t133))),((((t90,(#F,t29)),t88),(t97,t34)),t92)),((((t89,t43),(t144,((t149,((t39,t152))#A))#L)),((t63,((t24,(t101,t23)))#J),(((t25,t106),t94),((t21,t151),(t42,t79))))),((t13,((t69,t120))#M),t141))),(((t70,(((t31,t126),(t121,(t108,t111))),((t1,(#G,t155)),((t38,t104),((t56,(t8,t73)),(t78,((t40,t142),(t57,t87)))))))),(((#L,((t135,t54),(t99,(#H,(t66,t125))))),((#E,(#C,(t14,((t2,t49),(t93,(t48)#D))))))#K),t41)),(((t7,(t59,(t143,(t71)#B))),(#D,(((((t15,t37),((t10,t5),(t65,t127))),(((t62,t150),(t131)#C),(t77,t96))),(#K,((((t68,(((t124,t33),t110),((t44,t50),(t117,t109)))),t30),t82),(((((t16,t83),t64),(#I,(t145,t153))),t119),(((t98,t147),((t157,t11),(t128)#I)),(t91,((((t118,(t140,((t138,t85),t55))),t114),t45),t12))))))),(#N,(((((t100,t17),(t46,(t9)#F)),t32),t154),(((((t105,(t61,t36)),(t146,t160)),(t18,t158)),t116),((t112,(t6,t132)),(t58,((t81,t148),t4))))))))),((t67,((((((t159,t76),(t95,t27)),(#J,((((((t130)#N,t123),(#O,t115)),(t156,(t134)#H)),(#A,(t35,t84))),(t22,((t136,t72),t74))))),(t113,t3)),t19),(((t122,t53),(t51,((#B,(t103,t75)))#G)),((((t129,(t60)#E),t80),(t47,t26)),(((t52,(t20)#O),t107),t28))))),(t139,t137)))))","((((((t141,(t13,(t120,t69))),(((t42,t79),(t151,t21)),t63)),(((t86,t133),t102),(t86,(t102,t133)))),(((t149,t144),(t89,t89)),t43)),(t92,(((t97,t34),t88),(t90,t29)))),((((((((t17,(((t100,t154),t46),t9)),t32),(t17,(((t100,t46),t9),t154))),t143),(((((t146,t160),((t36,t61),t105)),(t18,t158)),t116),(((t148,t81),t58),(t112,(t132,t6))))),(((t82,(t68,t30)),(((((t119,((t16,t83),(t64,((t128,t145),t153)))),(t12,t91)),((t157,t11),(t147,t98))),((t45,t114),(((t138,t85),t140),t55))),t118)),(((t37,t15),((t62,t150),((t150,t62),(t77,t96)))),((t10,t5),(t127,t65))))),(t59,(t7,(((((t135,t54),((t66,t125),t99)),(t131,((t48,t93),(t49,t2)))),(t14,t14)),((((((t31,t126),(t31,t126)),(t108,t111)),t121),((((t38,(t38,t104)),((t73,t8),t56)),(((t57,t87),t78),(t142,t40))),(((t155,((t71,t103),t75)),t75),t1))),t70))))),(((((((((((t22,(((t152,t39),t84),t35)),((t130,t123),(t20,t115))),(t134,t156)),(t39,t152)),t74),(t24,(t101,t23))),((t95,t27),(t76,t159))),(t113,t3)),((t47,t26),((((t107,t52),(t107,t52)),((t53,t122),t51)),t28))),t67),((t137,t139),(t137,t139)))))"
160,15,28,"(((((((t116,t65),(((t127,(#F,t92)),((t125,(t138,t83)),t35)),(t85,(t136,t71)))),((t38,((t56,t1),(t159,t41))),((t29,t17),(t15,t78)))),((((((t105,t153),(t36,(t103,t70))),(#K,((t111,t108),(((t154,(#E,t62)),(t148,(#M,t30))),(#D,((t151,(t156)#I),(t42)#C)))))),(t74,(t98,(t63,(t12)#M)))),((((((t100,t114),(t64,(t118,t115))),((t149,t61),(t104,t87))),t37),(t23,(t131)#E)),(t77,t107))),(t22,((t6,(t46)#K),((t48,t129),(#G,t84)))))),((t97,t140),(t31,(#N,t47)))),(((t82,(#O,(t13,t51))),(t67,((((t142,t112))#J,t54),(t76,(t72)#N)))),t146)),(#H,(((t126,((t7,(t137,t34)),(((#C,t133),((t99,(t121,t157)))#B),t20))),((((t124,t49),t50),(((t10,t120),t21),((t2,(t155)#G),t44))),((t160,t90),(t69,t8)))),(((((t18,(#A,((((t40,t5),(#I,(t117,t91))),((t81,(t147)#F))#D),t119))),(t143,((t45,t123),t139))),(((t39,(t26,t27)),(#L,((t113,(t134,(t80,(t43,t11)))),(t28,t3)))),(t57,t122))),((t19,((t68,t132),(t93,t101))),(((((t73,t130),t110),(t16,t4)),t152),(((t86,(t150,t89)),(t33,t9)),((t144,t14),(t55,t109)))))),(((t52,(t53,(t24,(t88)#H))),(#B,((t58,t128),((t25,(#J,((t141,(t95)#O),t60))),((t32,t106),((t79,t135),((t66,(t75,(t158)#A)))#L)))))),(((t102,(t145,t94)),t96),t59))))))","((((t146,(t67,(t54,(t72,t76)))),((t51,t13),t82)),((t140,((t97,t47),t31)),(((((t65,t116),(((t136,t85),t71),(((t127,t147),t92),((t138,t83),t35)))),(((t17,t29),(t15,t78)),(t38,((t41,t159),(t1,t56))))),((t6,((t129,t48),t84)),t22)),((((t46,(t151,((t111,t108),(t108,t111)))),(t148,(t62,t154))),(((t105,t153),(t36,(t70,t103))),((t98,(t12,t63)),t74))),((((t77,t107),t37),((t64,(t118,t115)),(((t87,t104),(t149,t61)),(t114,t100)))),(t23,t131)))))),((((((t88,(t24,t53)),t52),t59),(((t157,t99),t121),((((((t58,((t142,t112),((t79,t135),(t66,t75)))),(t128,t128)),(t141,t95)),t60),(t106,t32)),t25))),((((((t152,((t16,t4),((t73,t130),t110))),(t14,t144)),(((t68,(t93,t101)),t132),(t19,t19))),(t55,t109)),(((t89,t150),t86),(t33,t9))),(((t143,(t139,(t45,t123))),((t81,(((t156,t91),t117),(t40,t5))),((t119,t18),t158))),((((t28,t3),(t3,t28)),(t39,(t26,t27))),(t134,((t80,(t11,t43)),t113)))))),((t126,(((t137,t34),t7),(t20,((t42,t133),(t133,t42))))),((t50,((t44,(t2,t155)),((t120,t10),t21))),((t8,(t160,t90)),t69)))))"
160,15,29,"(((((t96,(t19,t147)),t127),((((t2,t60),(t88,(t156)#N)),(#C,t134)),(((t93,t10),t133),(t104,t59)))),t36),((t14,(((t74,t7),t85),(#L,(((t47,(t9,t105)),t120),t126)))),(((((((t4,(t139,t1)),(((((t141,t71),t135),((t90,t119),t94)),(t55,(t137,(t3)#L))),(t69)#B)),((t92,(((((t44,t152),(t103,t62)),(t40,t34)),(t43,((t18,((t149,t82))#O),t124))))#I),(#J,(t87,(t76,(t22,t107)))))),((t101,t56),(#I,(t30,((t98,t125),((t45,t65),t77)))))),(t13,(#G,(((t46,t123),(#N,(t151,((t63,(t108)#F),t145)))),((((t48,(t79,t28)),t160),((#A,t53))#M),(#M,(t112,((t35,(t118,(t83,t70))),(t138,(t140)#K))))))))),(((t129,t100),t57),(((t15,(t130,((t109,(t78)#A))#C)),(#K,(t81,t97))),((t116,t84),t80)))),(#E,((t146,((((((t113,t155),t142),t8),((t144,t17),((t121,t58),(t5)#J))),(t86,t99)),(t51,(t102,(#F,t132))))),((((t66,t91),(#D,((t115,t52),t153))),((t50,t54),(t27,(t6,t25)))),((((t26,(t16)#D),(((((t49,(t136)#E),t148),t42),(t41,t39)),(t158,((t33,t89),(((t64,(t117,(t128,t111))),(t68,(#O,(t75,(t61,t106))))),(t31,t143)))))),(#H,((((t12,t29),t150),t11),((((t32,t110),(#B,(t21,(t159)#G))),(t20,(t23,((t38,t157),t67)))))#H))),((((t24,t73),(t154,t37)),t72),(((t95,t122),t131),t114)))))))))","(((((t134,(t2,(t60,(t88,t156)))),((t93,t10),t133)),t36),(t127,(((t147,t19),t96),t96))),(((((t126,t120),((t9,t105),t47)),t7),t3),(t14,(t85,((((t27,((t16,t153),(t115,t52))),(t6,t25)),((t54,t50),t66)),(((((t102,(t132,t108)),t51),(((((((t121,t121),t58),t5),(t144,t17)),t8),((t113,t155),t142)),(t99,t86))),(t146,t146)),((t114,(t131,(t122,t95))),(((t26,((t31,(((t143,(t68,t75)),((t61,t106),(t61,t106))),(t117,((t111,t128),t64)))),(t89,t33))),((((t148,t49),t136),t42),(t41,t39))),((t11,(t150,(t12,t29))),((t20,(t23,(t157,(t38,(t67,t67))))),(t21,(t32,t110))))))))))))"
160,15,30,"((((((t50,((t66,(((t87,t29),t48),((t39,t129),((t143,t128),t26)))),((t137,t18),((t22,t31),#H)))),((t81,t94),(#B,t147))),((((t97,((t8,t47),t76)),(t141,(#A,((t105,t159),(t55)#H)))),((t119,t20),t113)),(t12,(#I,(t134,t140))))),(#O,(#N,((((t149,(t132,(t74)#A)),(t56,(#J,(t152,t24)))),(t126,t110)),((((((((t28,((t107,(t155,t59)),t42)),((t135,t35))#G),t108),((t69,t150),(t73,(t121)#K))),(t37,t151)),((((((t64,(t160,t92)),(t153,(t41,t71))),t46),(t124,t6)),((t130,t84),t133)))#O),(((t13,(t45)#D),(t27,t156)),(((t7,(t75)#C),(t72,(t154,(t85,((t115,(t30,((t114,t99),(t53,#M)))),t86))))),(t43,((t93,t36),t111))))),(((t51,(t118,t158)),t95),((t68,(t60,(t117)#M)),((t109,t33),t91)))))))),(((((t90,((t104,t16),(((t77,(t65)#N),(t21,(t131,t139))))#E)),(#E,((((t144,(t83)#L),t80),((#G,(t17,t3)))#F),(#D,(((t127,(t98)#J),(t145,(t9,(t78,t157)))),(t19,((#C,t25))#B)))))),t138),(((((((t49,t116),(#K,(t11,(t101,t146)))),t32),(t52,t40)),(t88,t63)),((((t79,t67),(t10,t120)),(#L,(t148,(t14,t70)))),(t112,t1))),t102)),(t96,(t100)#I))),((((((t58,t44),t34),t4),((t106,t5),(t23,((t61,t125),((t123,t136),t15))))),t54),(t142,(#F,(((((t57,t2),(t89,t103)),t82),t38),(t122,t62))))))","(((((t4,((t34,t58),t44)),t54),(((((t15,(t123,t136)),(t61,t125)),t23),t106),t5)),(t142,((t3,t17),((t82,t38),((t57,t2),(t103,t89)))))),((((((((((t77,t21),(t131,t139)),t45),t138),((t19,t19),(((t9,(t78,t157)),t145),t127))),(t80,t80)),((t16,t104),t90)),(((t112,((((t79,t67),(t10,t120)),t148),(t70,t14))),t1),((((t88,t63),((t52,t40),((t146,t101),t11))),t116),t102))),(t96,t100)),((((((((t97,t76),t8),t47),((((t141,t74),(t105,t105)),t55),t159)),((t20,(t119,t119)),t113)),(t12,(t140,t134))),(((t81,t94),(t147,t25)),((((t50,((t129,t39),((t87,t29),t48))),t66),(t26,(t143,t128))),((t22,t31),(t137,t18))))),(((((((t150,t69),(t73,t121)),((t108,(t135,t35)),((t42,t28),((((t59,t107),(t155,t59)),t155),t107)))),(((t72,((t117,((t53,((t99,t114),t86)),t115)),t85)),t154),(t75,t7))),((t13,(t27,t156)),(((t36,t93),t111),t43))),(t65,(((t124,t6),((((t160,t92),t64),t153),(t41,t71))),t46))),((t110,t126),(t149,t132))))))"
160,15,31,"(((((((((t50,t131),((t23,t43),((t62,(t66,t126)),(t27)#G))),(t123,(t37,t96))),((t73,t88),(#L,((t29,(#B,(t120,(t39,t115)))),(t86,t121))))),((((t140,(t53)#J),(t69,t95)),(t106,(#A,((((t97,t14),(t15)#M),t26),t145)))),(#O,(t130,(((t1,(t47)#I),(t146,t40)))#L)))),(#M,(t105,(t41,(t148,t99))))),((t85,(#D,(t22,((t3,t70),((t103,t16),t156))))),t77)),((((((((((t134,t18),(t57,((((t139,t44),t42),(t56)#O))#B)),(t82,(t83)#H)),t81),(t54,t129)),t48),(#J,(t25,((t125,(t90,t154)),t30)))),((t109,t78),((t137,t127))#N)),(t36,((((t113,t160),(t102,t5)),(t63,((t59,t67),(t143,t142)))),(((((t4,t110),t51),t157),t52),t132)))),((((t101,((t71,t159),t46)),(t24,((t31,((t112,(t8)#K),t114)))#E)),(t20,t138)),((t98,t65),t87)))),(((t75,t80),(#I,((t9,t158),(((((t91,(t21,t28)),(#N,t151)),(t19,t58)),((t7,(t72)#F),(t79,t135))),(#G,(((t141,(t68,#K)),((t89,(t13,t32)),(t100,t64))),((t38,(t35,(t118,t136))),t94))))))),(((t12,(t10,((t116,t108))#D)),(t119,t45)),(((t92,(t107,t60)),(((t111,(t17,(t104,t152))),(#E,(t55,((t150,t34),(t117,(#F,((t49,t93),(t61)#A))))))),(((t122,(t124)#C),(t128,((t84,((t2,t144),((t147,(#H,t74)),t155))),(#C,t76)))),(t11,(t33,t133))))),((t153,t149),t6)))))","(t47,((((((t111,(t152,(t104,t17))),(t55,((t117,((t49,t93),t72)),(t34,t150)))),((t122,t124),(((t84,((t155,((t147,t74),(t2,t144))),t83)),(t76,t128)),((t133,t33),t11)))),(((((t60,t107),t92),(((t9,t158),(((t89,(t13,t32)),((t68,t8),t141)),t100)),(((t79,t135),t7),((((t35,t38),t136),t118),t94)))),(((((((t99,t148),t41),t105),(t77,(((t108,t85),t116),(((t70,t3),(t156,(t103,t16))),t22)))),(((((t30,t125),(t90,t154)),t25),((t48,((t129,t54),t82)),(t57,t81))),((t109,t78),(t137,t127)))),(t98,t87)),(((t24,((((t31,t24),t114),(((t159,t71),t101),t46)),t112)),(t138,t20)),t36))),((t75,t80),(t6,(t153,t149))))),((t10,t12),(t119,t119))),(t45,(t52,((t157,((t4,t110),t51)),t132)))))"
160,15,32,"(((((t91,t7),t101),(((((t9,t155),((((t33,(t151)#A),t121),t111),((t122,t108),(t17,t11)))),(((((t141,t2),((t37,t157))#G),t150),(((t149,t59),(#H,t77)))#N),(t80,((t124,t107),t158)))),(t14,((((t27,t123),t113),(t95,t72)),t65))),((t119,t6),t64))),(t74,(((t99,t147),(t40,((t53,t129),t32))),(((t144,(t132,t67)),(t92,t71)),((t152,(t138,(t135)#H)),((t16,(t146,(t18)#E)),(#F,((t102,(t97)#J),(((t51,t160),t98),t21))))))))),(((((((t4,t143),((t5,t48),(t86,(t66)#I))),(t81,(t36,t73))),(#L,t44)),(#B,(#K,t84))),(t20,(t12,(((t52,t78),t154),(t82,(t30,t120)))))),((((((((t106,(#A,t47)),(t125,t116)),(((t58,t153),t127),(t103,t55))),((t90,((t38,t56),t46)),(#G,(#O,((t70,(t140,t118)),(((((t83,(t34)#D),t57),t24),((#I,t50))#C),t117)))))),((((t105,((t156,t15))#L),t100),(t115,t62)),t110)),(((t54,(#J,t88)),(t104,t159)),t68)),((((t131,(((t94,t35),(t79,t31)))#F),(((t96,t137),t93),t142)),(((((t23,(t85,t19)),((t43,(t39,t13)),(#M,t109))),(#C,t75)),(#N,(t60,t114))),(t87,(t3)#M))),(t63,t49))),(((t133,t112),((t128,t134),t61)),((((t89,t25),t22),(t41,t42)),(((((t29,(t26)#B),t1),t130),((((t8,t145),t126),(((t139,t28),(#E,(t69,t136))),(#D,(t76,(t148,(t45)#K))))))#O),t10))))))","((((((((t129,t53),t32),t40),(t99,t147)),(((((t146,t18),((t31,t79),(t94,t35))),((t102,t97),(t98,t21))),t16),((t152,(t135,t138)),((t71,t92),(t144,(t67,t132)))))),t74),((t101,(t91,t7)),((((t14,t14),((t65,(((t123,t27),t113),(t72,t95))),(((t158,(t107,t124)),t80),((t77,(t149,t59)),(t150,(t2,t141)))))),(((t121,t111),((t17,t11),(t108,t122))),(t155,t9))),(((t6,t119),t64),((t6,t119),t64))))),((((t44,((t156,t15),(t15,t156))),(((t81,t73),((t143,t4),(t86,(t48,t5)))),t84)),t45),((t20,((((t30,t120),(t82,((t52,t78),t154))),(((t154,(t52,t78)),(t30,t120)),t82)),t12)),((((((t134,t128),t61),t112),t133),((((((((t136,t69),(t136,t69)),t139),t28),(t34,(t76,t148))),(t130,((t26,t29),t1))),(t126,(t8,t145))),((t89,(t25,t22)),(t41,t42)))),((((t88,(t159,t104)),t54),t68),(((t63,t49),(t63,t49)),((t3,t87),((((t142,(t93,(t96,t137))),t131),t114),(((t66,t50),t75),((t23,(t19,t85)),(t60,((t13,(t39,t43)),t109))))))))))))"
160,15,33,"((((t131,(t144)#F),t67),((((t94,(t35,t147)),(((t139,(#I,(t62,((t52,t82),(t99,t121))))),(#K,(((t22,(#B,t107)),((t33,(#H,t34)),((t78,((t17,t125),(t77,t48))))#J)),(t60,t109)))),(t56)#L)),(((t18,t6),((t66,((((t133,(t154,(t54)#A)),(#G,t136)),t83),(((t108,t12),((t10,t148),t137)),((t42,t63),((t43,t50),(t9,(((t31,t91),(t75,t3)))#I)))))),t61)),(#E,(t4,(t152,(t129,t134)))))),(((((t57,(t46,t84)),((t116,(t95)#G),t44)),t5),t93),((t141,((t122,t7),(#D,(t132,t159)))),(#N,((t151,((t65,(t70)#O),((t96,t157))#B)),((t90,t160),(t101,t156)))))))),((((t142,(t103,t92)),(((t39,(t1)#N),(t146,t58)),t28)),(((((t117,(t19,t153)),(#L,((t100,t114),(((t138,(t118,((t16,t71))#D)),((((t15)#M,(#C,t115)),((t130,(t36,t123)),t106)),(t135,(t98,t26)))),(t150,(((t40,((t69,t104),(t105,t55))),t23),(t102,((t27,t49),t124)))))))),(t120,(t119,t29))),(((t158,t110),t127),(t11,t68))),(t128,((t81,(#M,t97)),((t13,((t64,t32),(t59,t80))),((t37,t140),(t145,(t73)#H))))))),(((t149,(#A,t30)),(#O,t85)),((t14,(#F,(t2,t51))),((((((t21,t25),t88),(t111)#K),t53),((((t86,t41),(t47,((t8,t20),((t76,(t89,(t126)#E)),((t143,((t79,(t87)#C),t38)),(t24,t45)))))),t113),(#J,(t112,t72)))),(t155,t74))))))","(((((t67,t131),((t94,(t35,t147)),(((t139,t111),((t62,((t52,t82),(t99,t121))),((t3,t75),(t31,t91)))),((((((((t107,t157),t96),t22),(t107,(t96,t157))),t22),(((t96,t157),t107),t22)),(t34,t33)),(t60,t109))))),((((((((t10,t148),t137),(t63,t42)),(t12,t108)),((t83,(t136,(t154,t133))),t66)),(t9,(t50,t43))),(t6,t18)),((t126,t4),((t134,t129),t152)))),((t141,((t159,t132),(t122,t7))),(((t1,(t156,t101)),((t70,t65),t151)),(t160,t90)))),(((t54,t30),t149),((((t74,((t53,(t25,t21)),((((t77,t48),(t17,t125)),t78),(t72,t112)))),t155),(((((t86,t41),(t89,t76)),(t20,t8)),t113),t47)),((((((t114,t100),((((((t49,t27),t124),t102),t150),(((t26,t98),t135),(((t106,(t123,t36)),t130),(t15,t115)))),((t23,t40),((t104,t69),(t55,t105))))),t56),((t119,t29),t120)),(t153,t19)),((((((t80,((t59,t13),(t64,t32))),((t140,t37),(t73,t145))),t128),t81),(t28,(t39,(t146,t58)))),((t142,(t92,t103)),(((((t158,t110),t127),(t11,t68)),((t11,t68),(t110,(t127,t158)))),(t142,(t103,t92)))))))))"
