n,r,network_nr,network,gene_tree
80,20,138,"((x2)#P,((((s,((p,s1),((f1,((p2,g),m)),((a2,((((o2,(((((y1,(((m2,o1))#F,((v)#K,t1))),(b3,(#P,r))),(((r1,q))#E,z)))#S,(#K,w))),((((h1,(c2,b1)),(#E,(k1,y))))#M,((n2,v2),((((j,(a1,(g2,z1))),d2))#H,n1)))))#I,c1)),f2)))),(#H,p1)),((h)#G,(j1,o))),(((#M,(((t)#Q,i),((((((((k2)#T,t2))#C,h2))#D,(((x,w1))#R,d1)))#N,(#C,s2)))),((#Q,(((#S,((((v1)#L,(f,l1)))#O,((#I,((#D,i2),(q1,e2))),((u)#A,(((c,q2),(d,l2)),b))))),a3),(#A,(((u2)#J,l),(((#G,(w2,j2)))#B,(m1,(#T,x1))))))),(#N,(((((i1,n),e),g1),(b2,z2)),((#F,e1),((#B,(r2,(#O,(#J,a)))),y2)))))),(#L,(#R,(u1,k))))))","((f2,(((i2,p2),v),b2)),((((x,d1),(e2,t)),((w,(((q,j1),(y1,c2)),(c1,i1))),z1)),((u2,(((((o1,b1),(w1,u)),(l2,b3)),k2),((s,o),((e1,(((g2,f1),v1),q2)),((s2,((a3,(h,(r2,k1))),n1)),(((v2,h1),h2),d2)))))),(((n2,i),((((((e,l1),t1),(s1,x1)),d),y),(x2,((g,r),u1)))),((((a,y2),c),w2),((((m2,((k,a2),p1)),b),((z,((l,m1),(t2,q1))),(a1,((p,z2),(o2,n))))),((j,(f,r1)),(g1,(j2,m)))))))))"
80,20,139,"(((((c,(((q2,((z)#H,m2)))#E,a3)),(b,(w,g))),(w2,((n2)#I,x2))),(((((((p2,((((((r1)#L,(l2,j)),j2),(((s,c2))#Q,((e1,d),(((#I,((((((o1,y),g2))#B,((v1)#M,(#H,(d2,t)))))#R,(k2,h2))))#P,s2)))))#J,r2)))#O,(p1,((a2)#K,h1))))#A,m1),(((b3,(i1,f2)))#N,z1)),((((#B,o))#G,(#P,(((#M,(u,(t2,(e2,k1)))))#S,s1))),(l1,y1)))),((((((q)#C,i),(#O,((u1,(#L,e)),((i2,a1),(((v2,f))#D,c1))))),(((h,y2),x),(((p)#F,g1),((t1,o2),m)))),((((#D,k),((((w1)#T,((#R,r),q1)),(#G,((#N,v),(#T,(#Q,(#F,l)))))),u2)),(x1,(n1,(((#E,n),(#A,f1)),b1)))),(#S,j1))),(#J,(((#K,b2),a),(d1,(#C,z2))))))","(((((((v2,((s2,r2),(n1,(g1,u1)))),q),u),((i,(e2,(l2,l1))),((p2,((((((l,(e1,q1)),g),u2),t),(j2,z1)),x2)),(o2,y1)))),(((b3,j),(((d,a),(f,o1)),v)),((f1,x),a3))),(((z2,(((w1,(p,o)),((d2,m),b1)),i1)),(x1,((t2,(r1,b)),q2))),(((((y2,r),((i2,j1),k)),(n,(m1,d1))),((k2,(c1,(n2,s1))),(c,c2))),b2))),((((z,w2),s),((f2,(m2,p1)),h2)),(w,(((k1,(v1,e)),((a2,h1),g2)),(y,(h,(t1,a1)))))))"
80,20,140,"(((((e)#S,((((q)#M,z2))#Q,(x,k))),b),((o)#G,a1)),((((u1,(((y2,(((((l2,a2),((w2,(o2,n)),s1)),(((q1,r))#J,((l1)#L,((b2,k1),q2)))))#T,i1)))#C,p)),(((k2,((d,h1),(((((#M,n1))#P,c))#R,t1))),(d2,(#L,j2))),((#S,d1),(((((#J,(t,z1)))#H,((i2,(((h,s))#B,v1)),((x2)#O,(((((w1,v),(#O,(((a,i),((m2)#N,o1)),r2))),(((#B,u),n2),(b3,a3))))#K,((f2,(#R,(#P,j1))),(((((f1,((x1)#D,b1)))#E,(j,((m)#I,y))))#F,(s2,(#K,z)))))))))#A,(#H,h2))))),((#G,y1),(#I,(#T,(((#E,u2),l),((c2,((w,e1),(#N,(p2,t2)))),((p1,e2),(#C,g1)))))))),(#A,(#D,((m1,(#F,((r1,v2),(f,g)))),(#Q,(c1,g2)))))))","((((c1,p1),(q1,(f2,h1))),((((n,(z,a)),(g1,f)),((((b1,u1),p),s1),(((t2,w2),((c2,(b2,i2)),x1)),(l,(r2,r))))),(((((y,j2),n2),o2),((((o1,u2),k2),(x2,(v1,l2))),((d,k),(q2,z1)))),((((v,m1),(u,r1)),(((b3,o),f1),e1)),s2)))),(((t,((d1,(q,(i,k1))),((((e,((d2,i1),j)),(j1,m2)),(t1,n1)),h))),(a3,(y2,(((w1,b),(a1,(x,m))),(e2,c))))),(((((s,(a2,w)),(y1,h2)),(g2,v2)),(z2,(g,p2))),l1)))"
80,20,141,"((((((((((b3,((z)#E,o)),((v1)#B,h)),((y)#P,e2)))#H,(((((n1)#J,(((r1)#D,b1),((((#E,((g)#F,a3)))#I,d),(((#F,((y1)#M,h2)))#C,w2)))),(#H,((f2)#L,i1))))#G,(y2,(((l2,(((#J,(z1,a)))#S,((#C,h1),(#L,w)))))#K,z2)))),((i2)#T,((m2,j1),((j2)#O,u2)))),(((u,f),((d2)#Q,p)),((j)#N,(l,c2)))),(#B,(#D,(c1,(#T,(c,(#O,s))))))),(((d1,x),k),(#K,(((i,(#S,(((v2,r),t2),w1))),((((q2,((x1,e1),((r2,o2),a1))),s2),(#G,p1)),(((m1,((((s1,g2),(f1,((#N,q),t1))))#A,x2)),((n)#R,(#M,(k2,o1)))),(#Q,a2)))),(v,(#P,t)))))),(((p2,(b2,(#A,l1))),((m,n2),((#I,g1),b))),(#R,(((u1,k1),q1),e))))","((((((i,o1),e2),((((h,q1),f2),(p2,q)),n2)),(((g1,w1),((b3,n),(((p,t2),a3),(((b2,(l1,r2)),c2),(z1,j))))),(c1,b1))),((((((h2,(r,k2)),(e1,t)),(((o2,o),(x2,p1)),y)),(s1,(((v,y2),u),e))),((v2,l2),(u1,k))),((s2,((u2,h1),(j1,i2))),(((m1,m2),k1),(w2,d2))))),((((b,a2),((f1,d),n1)),(((((f,w),((z,m),((x,t1),z2))),(q2,((a1,d1),(g,a)))),(s,x1)),((l,c),(y1,j2)))),(r1,((g2,v1),i1))))"
80,20,142,"((((s,((h2)#B,(j2,(((((g)#E,x1))#H,g1),(v2,r2))))),((((((((w)#P,e))#S,((v)#N,((j1)#T,k1))),(y1,p2)))#J,k),((r1,t),((a3)#R,((((c1,g2))#G,(#N,f2)),((v1)#F,((#B,a),(((j,n1))#K,l1)))))))))#O,(((u)#L,(e2,(#J,(z1,s1)))),(((((w2,(((((((a1)#M,(#O,(#R,d))))#D,m1))#I,(x2,i)),((((s2)#A,l))#C,m2))))#Q,(k2,(#T,y2))),(y,(#S,(#G,(i2,(e1,(#L,r))))))),(((#A,(d1,(f,(((#M,t2),(#H,((x,p1),(h,o)))),(#E,(m,u1)))))),(l2,(#F,b3))),((((#I,(#P,(n,w1))),(n2,b)),(((b2,b1),(#K,o2)),c2)),((u2,(#Q,q1)),((a2,(d2,h1)),((((t1,p),f1),(#C,(i1,o1))),((c,z),(#D,(q2,(z2,q))))))))))))","((((z1,j2),((x,(v2,(o2,k2))),c2)),(((b1,(e1,(q,(a1,p2)))),((((((((n2,((b2,s),(j,k))),r2),(l2,b)),(j1,(((p,u1),w1),o1))),(f2,g2)),(((b3,p1),(c,e)),(x1,(z2,(i1,(u,f1)))))),(i,w2)),(((y2,(m,(t2,q1))),(l1,(f,o))),((h,v),x2)))),(((t,a3),(d,h1)),s1))),(a,(((((r,(((q2,(m1,r1)),v1),((n1,t1),d1))),(h2,g1)),(((((l,g),((i2,k1),s2)),((n,e2),(a2,y))),w),u2)),m2),(z,((c1,y1),d2)))))"
80,20,143,"(((i1,(c1,((((h)#L,g1),d2),((y2)#F,((d1)#A,n))))),((((f2,(s,(((o1,x))#C,e1))))#G,((g,m),(((((((x2,h2),a1))#H,(((((k2,z2))#K,(((f,q2))#Q,o2)))#M,(#G,k1))))#D,(((((e2,w2))#T,r1))#J,p)),w))),(v1,(l2,(#Q,t1))))),(#K,(((((t,(#D,j2)),((c)#B,((u2)#O,i2))),((((v,((r)#P,q)),(((#A,(a2,(g2,(((#B,j1))#E,j)))))#S,u)),(((b,l))#I,(((b1,m2))#N,(#E,(f1,((((c2,(((#M,(#C,(#J,s1))),(b2,y)),((l1,e),(#T,(x1,(v2,r2)))))),(#O,(#F,w1))))#R,(a3,(#L,y1)))))))),(a,t2))),((u1,(m1,b3)),(#R,(#H,(#I,((n1,n2),((i,h1),o))))))),((#P,(#S,(((p2,z1),p1),(s2,(#N,(k,z)))))),(q1,d)))))","((d,(((i,y),p2),(((p,h1),((((z1,u2),(v1,k)),z),x)),(a2,c)))),(((((x2,((e2,(n1,k2)),(e,x1))),((((m,w1),g),((e1,f1),i2)),(j1,(d1,q2)))),((((h2,h),w2),((o2,r1),((l2,b3),o1))),((((((((r,m1),((((l1,g2),b),s1),f)),(s,n)),((i1,q1),z2)),b2),(d2,((g1,p1),(r2,(((o,f2),u),(m2,l)))))),((b1,y1),(((k1,c2),t1),t))),((w,a3),v2)))),((((s2,y2),j),a),(v,(a1,(q,j2))))),((u1,c1),(n2,t2))))"
80,20,144,"(((((d)#G,f))#A,((c1)#I,(r,(#A,((r1)#E,(k,r2)))))),(((((u1,a2))#L,l))#M,((((((j1,(#L,e1)),z2))#O,((#I,k1),(((w)#P,((((y,((f2,(i,(a1,((((s)#B,m1))#T,p)))),p2)),(((n1,(i1,(#E,l1))),(((b3,(#G,g1)),((l2)#H,v2)),((o)#J,((e)#S,(#S,((s2)#K,(#B,x))))))),(y2,d1))))#D,(o1,c2))),((h,((((o2,n),((#K,a3),m2)))#N,h2)),((u2,(((h1,t))#C,z1)),(((((w1)#F,i2),(c,m)))#R,(#P,(d2,k2)))))))),(((((#H,b2),(b,t2)),(((#T,(#F,b1)),(s1,u)),(q2,t1))),((e2)#Q,(#D,z))),(((n2,f1),(w2,q1)),(#O,(#M,((g,(j2,((q,g2),j))),(#C,(a,(#Q,x2))))))))),((p1,(#R,(#J,(#N,v)))),(x1,(v1,y1))))))","((((((o1,g2),y1),h1),((((l,d2),(w2,n)),(j2,d1)),c)),((((f,u1),(l2,t1)),(u2,(x2,b))),((u,((((((p2,l1),n2),((y2,(x1,e)),(((v2,f1),o2),o))),(n1,i1)),(b3,(k2,a2))),((a,p1),((((((v1,z1),k1),r),(((((d,m2),i2),h),(((a3,j),x),m1)),(z2,q1))),w1),f2)))),((s,k),(((q,(y,b1)),((t,(v,(s1,((i,e1),(h2,p))))),(c2,((t2,a1),w)))),((((z,(j1,b2)),m),r1),g1)))))),((e2,c1),(q2,(s2,(r2,g)))))"
80,20,145,"(((((c,((z2,w),(((p1,((((((((b3,((k1)#K,(z,d))),x2))#B,(s,x)))#D,(u2,a1)))#Q,e2)))#P,z1))),((((((#P,(((k2,(((a)#M,((e)#S,(u1,(p2,(a2,m))))),b)))#A,((d2)#T,l1))))#J,((n1,q2),((y1,o2),(m1,((((m2)#G,c2))#R,r2))))))#E,(((((h1,w1),(#J,(((#A,l2))#H,f1))),(((x1,f))#F,f2)),h),((t2,(k,g)),((v2)#C,g1)))),(v1,j2))),((((c1,(#B,p)),(#K,h2)))#O,(((((r,j),(((#R,(l,n)))#I,(((t1,t))#N,(#C,(i,((#I,b2),(((e1,n2),(u,j1)),(#M,q1)))))))))#L,(#D,(#S,g2))),(((((#H,y),b1),(#O,(#E,((v,y2),(#L,(#G,a3)))))),(#F,(s1,q))),(#T,((i2,d1),w2)))))),(#N,(s2,(#Q,o1)))),(r1,(i1,o)))","((((w2,c2),(u,s)),(((u2,e2),l1),c)),((((((k1,s1),d2),g),(t2,(n,a3))),(((b3,c1),(i,a)),((e,(m2,x1)),(((g1,q1),v),e1)))),((((y,s2),((o2,d1),((p,(p2,j1)),(b2,n2)))),(((((z1,i2),i1),(((d,x),(((v1,l),(k,k2)),b)),v2)),(o,(t,u1))),(((((p1,r2),o1),(r,(a1,((w,(q,n1)),m1)))),(((y1,(l2,j)),f1),(h1,(y2,f)))),(((q2,f2),z2),((b1,x2),(g2,z)))))),((t1,h2),(h,((a2,(m,r1)),(j2,w1)))))))"
80,20,146,"(((a2,m1),((((z2,n2),x1),p2),((v2)#F,w2))),(((((((k2,e))#P,((((l1)#B,q2))#N,(((j,r1))#L,(j1,((((b)#A,((l)#T,a3)))#D,((h)#J,(s2,p))))))),((u,(#P,(o,f))),(l2,((w1)#C,(a,y1))))))#M,((#T,a1),(((y2,u1))#O,((e1,w),(((((h2,((x)#Q,f1)))#E,(r2,(((((#J,t1))#R,(e2,r)))#H,i1))))#G,((((m,(((g1,q1))#K,c)),(#H,((#F,d),b3))),((#G,(#L,t2)),o1)),((k,(n,(g,m2))),d1))))))),(#M,(((s,v))#I,(((#D,(h1,t)),(#E,(((((#N,u2),(z1,((b1)#S,k1))),(#C,(#I,(z,(#S,y))))),f2),((#R,b2),(#O,((#A,(i,(d2,(#K,((g2,p1),(#B,j2)))))),(x2,c2))))))),((#Q,(q,(v1,((c1,s1),(i2,o2))))),n1))))))","(((((((c1,f),((r1,(m2,s1)),(d,z2))),(x2,g1)),((i2,r2),(y1,t))),(((h,d1),o),(z,((t1,f1),(y2,(j,k)))))),((d2,((x,a1),l1)),((k1,s2),(p,(a3,w2))))),(((g2,e),((m1,(w1,a2)),(((t2,e2),((h2,e1),r)),((i1,j2),(i,(v1,(o1,u))))))),(((((l2,v),v2),((q2,(n,(p1,(z1,q)))),k2)),((b1,g),c2)),((((y,b3),w),((n2,b2),(x1,(s,c)))),((h1,((q1,(o2,u2)),j1)),(((a,((l,p2),((n1,m),u1))),f2),b))))))"
80,20,147,"(((((((q2)#G,(((m2,((((v)#P,g),((t)#D,(((((s2,b2),(x2,(((l,(v2,((w2)#A,j1))))#T,o))),(h1,(k,((c1)#E,(#G,y2))))),(((z,z1))#K,(h,o1))),(((m1,v1))#F,((f2,u1),j))))),d)))#I,b1)),(((a)#J,y),r)))#H,(c2,w)),(#T,(#J,s1))),((((((((((l1,p),((r1)#Q,e2)))#S,d1))#B,(m,(f,(g2,(#Q,b))))),(((l2,(#E,u)),(b3,t1)),(#D,g1))),(((#B,s))#N,o2)),(r2,p2)),(((((z2,d2),i1),(((a1,q1))#L,j2)))#M,(((n,(c,(u2,f1))))#C,((#I,((((#K,((n2)#R,(#C,q))),(#M,x1)),(#F,((w1,(#N,p1)),(((((a3,(#S,i)),(#H,x)),h2))#O,(#R,e1))))),(#L,((n1,(#P,i2)),((k2,((t2,(#O,a2)),k1)),(#A,y1)))))),e)))))","((((f1,((k,n1),j2)),((((((p1,s1),s2),(p2,(l1,i2))),b2),u),j1)),((u1,n2),(x,((r2,w),e)))),(((((q,t1),(((t2,r),((q1,b),l2)),i)),(c2,z)),(((g1,r1),((s,(f,m2)),((d1,d),(g2,o2)))),(((((y1,v),(d2,(m1,a2))),(j,(c,h2))),(x1,(((u2,i1),a1),((w2,f2),(x2,b3))))),((((y,p),(n,(e1,o1))),o),(t,((w1,((c1,((z1,v2),y2)),q2)),(((b1,e2),g),((h,k2),m)))))))),(((v1,z2),((l,a),(h1,a3))),k1)))"
80,20,148,"(((((q1)#P,f2))#I,(((((w2,s2))#D,((w1)#R,(p,((u1,f),(a1,y))))),((((c2,x2),(i2,((((m1,((((j1)#E,l2))#M,h)),(((t2,h1))#Q,r2)),(((v1,((j)#J,p1)))#K,(t1,(#J,(g2,j2))))),(n1,d2)))),(((i1,(#D,b3)),(o2,l)),((((q2)#G,y2))#O,((r)#C,(b1,((b)#N,(a3,a))))))),((b2)#L,((((((r1)#S,g1),c1),(#R,t)))#B,((k2,(#B,g)),(#Q,(u,c))))))),(x1,e1))),((((e)#H,q))#A,(((((#K,(m2,((a2)#F,s1))),n),((#L,z2),(#P,k1))),((((((#A,v))#T,(w,(#N,(v2,l1)))),(#T,(#F,(n2,(#I,o))))),f1),(#S,((u2,i),(#C,h2))))),((o1,(#G,p2)),(#O,(((d,((#M,e2),((z1,y1),m))),(#H,x)),((z,k),(d1,(#E,s)))))))))","((l,(f1,v)),(((((a,(o2,((f,b),d2))),(x2,(((a3,k2),(e1,d)),y1))),(((u1,z),(r,v2)),(((((i2,n1),m),e2),(((((c1,(z2,w1)),a1),k),(g2,(m1,h2))),z1)),v1))),(((w,(p1,((t1,(q2,q1)),j))),((n,((q,i1),((l2,m2),p2))),(((((o1,b1),y),(b3,g)),((a2,y2),x1)),u))),(((t2,c),p),(((s2,(o,h)),(i,(l1,s1))),(k1,x))))),((((((h1,f2),t),r1),b2),d1),(((g1,u2),(c2,w2)),((((e,j2),r2),j1),(s,n2))))))"
80,20,149,"(((((((p,(c,d2)),(((e2,((w)#L,((m1)#M,(p2,(f1,l2))))))#T,u1)))#F,((((j1,s2),(((((v2)#P,l1),(t2,f)))#A,((i1,a2),a1))),a),(q1,(h1,f2)))),((b3)#K,(m,(#L,(s,x1))))),(((b,v1))#R,((((((((w2)#N,n))#Q,(k1,m2)))#I,(#Q,d1)),((p1)#D,(((((r,(((y1,(((r1,g2))#S,h2)))#E,j)),(#K,t)),c1))#O,((((#N,(h,e1)),l),t1),q)))),(((#D,q2))#J,((((#A,j2),((z,(#F,a3)),((((u2)#B,u))#G,b1))),((((#J,(#B,(n1,g))))#H,k2),(#H,y))),((g1,c2),(#R,((r2)#C,o)))))))),((o2,e),(#T,(((#E,i2),(((o1,z1),((#M,v),(#I,x2))),((i,(#P,(d,b2))),(#C,(#S,y2))))),(((n2,z2),(x,(#G,w1))),(s1,(#O,k)))))))","((((((((k,g),(j1,q1)),t2),((h1,(y2,h2)),b)),((((u1,c2),r1),(i,(n2,(d2,v1)))),(n,r2))),(n1,((z1,p),(((t,y),q2),(o,c))))),(((k2,a1),c1),u2)),((o2,(j,o1)),((((((b1,(b3,b2)),(f,v2)),((((w1,s1),(a,(u,w))),i1),(v,(g2,q)))),(((((h,x2),(e2,i2)),(e1,p2)),((((l2,y1),x1),l1),(s,(d,l)))),(w2,z2))),(d1,(m1,z))),((a2,x),(((g1,(s2,f1)),((t1,e),((r,m),(a3,((p1,j2),(k1,m2)))))),f2)))))"
40,20,150,"((((c)#M,(((((((k1)#Q,b))#N,o),c1))#C,((u)#E,e))),((v,((((#Q,((((n)#L,(((a,t))#G,e1)))#A,(((#N,d))#J,i1))),((((((g)#I,((x)#D,r)))#B,(#I,((j1)#H,(((i)#K,s),(#G,(#E,a1)))))))#O,m1)))#R,(((#A,((((((h)#T,(#R,h1)),z))#P,((n1)#F,m)),(#C,p))))#S,q))),((#J,(w,k)),(f,b1)))),(#T,(#O,(((#H,(#B,(#D,f1))),(((g1,l),(#K,l1)),(#P,(#M,j)))),(#F,((#L,(#S,d1)),y))))))","(((((((f,u),((d1,n),(i1,d))),(((p,l),(m,k1)),z)),((s,w),(t,k))),(h1,((g,(b1,l1)),(y,e1)))),((a,m1),((i,j1),(c1,x)))),((((c,b),(r,(e,j))),((v,g1),(q,h))),((o,n1),(f1,a1))))"
40,20,151,"(((p)#M,(((c1,d1))#J,(((((((k)#H,x))#O,(#M,(((((n)#T,((((h1)#K,(b,(((#O,((u)#B,z)))#E,l))))#N,m1)))#P,f),(((#T,b1))#L,(#H,s))))))#R,(((#N,(f1,(q,a))))#A,(#L,((((i)#C,n1))#Q,y)))),(((#J,((j,j1),l1)),((t,((d)#F,i1)),(#P,(((#B,m))#G,(#A,((#F,o),r)))))),((#R,g1),(#K,((#C,((e)#D,(#G,((g)#S,w)))),(k1,((a1)#I,e1))))))))),(#E,(((#Q,(#I,h)),(#D,v)),(#S,c))))","((((q,l1),(((f1,u),g1),(x,(((d1,i),c),p)))),((h,h1),((o,((r,n),((f,s),c1))),v))),(((y,(k1,(e1,((m,b),(d,a))))),((j,i1),(a1,g))),((n1,(w,t)),((z,e),((l,j1),((b1,k),m1))))))"
40,20,152,"(((((((((g1)#E,((k1)#D,t)),i1))#H,x))#F,(v,n)),(((#E,((((b,d))#R,y),((((k)#A,((w)#J,u)))#I,((c1)#B,(z,f))))))#N,((((b1,h1),a))#T,(#A,((o)#C,(e1,r)))))),(((#I,a1))#K,((((n1)#O,(#K,q)))#M,((#O,((((#C,((h)#S,(#F,((#B,((#D,m1),(i,s))),(d1,(#H,(((((#R,((j1)#Q,(#N,l1))))#P,(#J,c)))#L,j))))))),g),(#P,(((#Q,m))#G,(#G,f1)))),(l,(#M,e)))),(#S,(#L,(#T,p)))))))","(((z,(((k,f),(t,(w,m1))),(((f1,p),b),(a1,d1)))),(((g,h),l),(((n,j),(e1,j1)),i))),((((q,(h1,s)),r),(e,l1)),((((o,x),(n1,k1)),((b1,(y,d)),((c,a),m))),(((u,g1),i1),(v,c1)))))"
40,20,153,"((((c,((((g)#O,(h1,((((v)#K,l1))#M,g1))))#G,l)))#R,(b,((((f,((q)#P,(r,((e1)#D,z)))))#S,(#D,(((d1)#T,u),(#O,n1)))),(b1,((#P,(#K,m1)),(((#T,((((k)#E,h))#Q,c1)))#B,(#S,(((#B,(a1,(#M,x))))#C,((y)#I,(((t)#H,(((((n)#J,(#J,(((e,((o)#F,f1)))#N,p))),(((#N,s),(#H,m)),(#I,(((#R,(j1,(#E,w))),(((#G,a))#A,(#F,i))),(#Q,k1))))))#L,j)),i1)))))))))),(#C,(#L,(#A,d))))","(((((s,(k,(o,a1))),((c,x),n)),((m,(b1,d)),a)),((((d1,v),((j,l),p)),f1),(h,((l1,(n1,(m1,(u,g1)))),(h1,f))))),((q,e1),(((((y,i1),((c1,b),t)),((j1,z),(g,e))),(r,w)),(k1,i))))"
40,20,154,"(((((v,((((((j)#D,w))#S,((((t)#G,(((((d1)#O,a1),e1))#I,((g1)#N,b))))#P,u)))#F,(k,b1))),(c1,((((((((#F,f1))#A,n))#K,i1))#M,y),m))))#H,(((n1,i))#R,j1)),((#P,(#K,((((((z)#L,((m1)#Q,d)))#E,(#A,((x)#B,(((((p,(c,e)))#C,(#O,((#S,h),(#C,(#B,((#I,q),(#E,o))))))))#T,g)))),(l1,(#Q,((h1,(#H,a)),f)))),(#M,l)))),(#R,(#T,(((#N,s))#J,(#L,((#G,(#D,k1)),(#J,r))))))))","((l,(((((((c,y),v),d),(p,w)),c1),(k,f)),((((d1,r),f1),q),((g,i),((a,l1),z))))),(((h,e1),(((i1,j),m1),((t,a1),s))),((u,(m,j1)),((((x,e),(b1,(n,o))),(k1,h1)),((n1,b),g1)))))"
40,20,155,"(((y,(((((l1,s))#N,z))#T,(((((w,e1))#J,j1))#K,n))))#C,(k,((f)#R,(#J,(((e)#L,((((l)#B,((((f1)#F,p))#I,d1)))#P,m)),((((#B,(((((o)#D,(g,(q,((j)#G,((h1)#A,(#I,((v)#O,n1))))))),((k1)#M,i)))#H,(a1,(#C,((b1,((m1)#E,(#M,(x,c)))),(#P,(#A,a))))))))#Q,((#F,(i1,(#T,(#H,((t)#S,d))))),(#Q,(b,(((#R,(#L,(#E,(#K,u)))),(#O,c1)),(#D,(#G,r))))))),(#S,(#N,(h,g1)))))))))","((g,(((w,i1),(l,o)),(e1,((((m1,b1),a),s),((p,(q,v)),(d,(f1,b))))))),((((((d1,j),u),(((e,c),t),k)),(x,m)),(((r,y),f),(n,h1))),(((g1,i),z),((l1,(k1,c1)),(h,(j1,(a1,n1)))))))"
40,20,156,"(((((i1,h1),(((((l,k1))#O,i))#T,((((h)#C,c))#R,(((#O,x))#M,e)))),(((((m)#D,f))#S,a),(#T,((u)#H,((((((n1)#A,(((g1,a1))#Q,((o)#N,t))),((d)#L,((#M,(((v,(((#S,f1))#E,((#E,s),((((e1)#G,(#H,p)))#K,(#L,j1))))))#B,y)),(#N,((l1,n),m1))))))#I,((((#B,j))#J,(((#Q,(#G,k)))#P,q)),(#I,(c1,(#R,d1))))),(b,b1)))))))#F,(#K,(#P,((#D,((z,(#F,(#A,r))),(#J,g))),(#C,w)))))","(((x,y),(((s,(((j,k),(l,(n1,(m1,p)))),(((v,e),i1),(d1,t)))),(((k1,o),b),f)),((a,b1),((f1,g),((n,g1),(u,i)))))),(((((c1,q),(e1,(d,j1))),(c,(l1,h1))),(h,a1)),(m,(z,(w,r)))))"
40,20,157,"((n1,(((((e1)#C,b1),((((l)#O,((w)#H,v)))#L,(((h1)#T,((n)#N,t)),(#C,((r)#K,(((((((f1,d))#B,k))#S,d1))#R,m)))))))#A,(#O,((((((#B,(#S,(u,m1))))#P,g1),(#N,((g)#Q,i))))#F,(#P,(((((k1,j),(#T,a)))#G,y),(((#L,((i1,(#G,((((#R,z))#I,(e,s)),(#F,((p)#J,(b,q)))))),(#H,(#K,(h,(#Q,(#I,j1))))))))#D,(#A,(c1,(f,((((x)#M,c))#E,o))))))))))),(#J,(#D,((#M,l1),(#E,a1)))))","((((((t,n),((e,((v,g1),((a,p),((u,c),e1)))),((h1,w),l1))),((j1,x),(i,j))),((c1,(n1,q)),(((b,a1),r),(((d1,i1),f),(f1,(b1,l)))))),((((m,k),y),z),(s,m1))),((d,g),((o,k1),h)))"
40,20,158,"(((((m)#A,(e1,((((((y)#Q,o))#S,d1))#R,((((f1)#L,(((g)#E,((e)#F,(((((l1,(((d)#G,j),(n,k1))))#T,k))#M,(#E,u)))),(#F,(((((a)#C,(#T,((b1)#K,((i)#I,(#G,w))))),f))#H,(j1,(h1,(h,(#S,c1)))))))))#N,c)))),(((#N,(#K,t)))#J,(((q)#B,b),(x,((#R,(#C,(r,(#A,s)))),a1))))))#O,((#J,(#Q,(#H,v))),(#M,(((#O,((((#I,g1))#P,i1),(l,(#L,z)))))#D,(#B,(#P,(p,(n1,(#D,m1)))))))))","((((((h1,e),k),(u,(((a1,m),(c,k1)),(((i,d),(b1,(g,f))),j1)))),x),((m1,y),((((l1,b),(n,c1)),(w,a)),((d1,p),l)))),(((r,e1),(h,(t,(s,(i1,q))))),(((z,(n1,o)),(v,j)),(g1,f1))))"
40,20,159,"(((((((((q)#L,k))#O,d1))#F,(((a,((t,n1),((a1)#P,l))))#C,j1)))#D,((((((((((n)#Q,s))#T,g))#H,(#D,((((b)#G,m),((o)#E,((k1,((i)#I,j)),(#O,(#H,p))))),v))))#R,c1))#N,(#G,(l1,x)))),(((#P,((h,m1),(#I,h1))))#A,(((#E,(#N,u)),((z)#B,((c)#J,((#J,((#L,(#A,((f1)#M,(#M,(((y,i1))#S,r))))),(e,(#R,(#S,e1))))),((((#B,w),(#Q,f)))#K,(#C,(#T,(#K,g1)))))))),(b1,(#F,d)))))","((((((v,(e1,m)),((f1,(p,f)),(((g,(d,a)),(u,h1)),(o,j1)))),(y,(k,d1))),(e,n)),((l,k1),r)),(((c1,(c,b1)),(((x,s),w),(i,z))),((((m1,i1),(l1,(h,(t,b)))),(q,(a1,n1))),(j,g1))))"
40,20,160,"(((((((h1)#D,e1))#H,x))#R,(#R,(((r,f1))#M,((d1)#K,(((h)#T,(#M,((c)#E,((i1)#G,g)))),(#D,g1)))))),(#H,((((((((l1)#P,(q,t)),((i)#B,(#B,(#T,j1)))))#F,((((j)#O,(d,n1)))#S,a1)))#N,(u,(((((#G,s))#Q,((k1)#C,b1)))#A,(((#N,m1))#J,((#E,k),(((#K,(n,y)))#I,(e,(((#J,(#F,a)))#L,(#Q,z))))))))),((c1,((m,v),(#S,(p,(#C,(#O,o)))))),(((#A,b),(#I,((#L,(#P,f)),w))),l)))))","((((((e1,j),((u,f),t)),(d,((w,o),(a,i)))),(l1,b1)),(((b,h1),((((n1,a1),m),p),k1)),(n,y))),((m1,g1),((((h,(l,g)),(c1,((d1,x),e))),(z,v)),(k,((s,f1),(q,((i1,c),(j1,r))))))))"
